Question ID,Topic,Term,Has EN,Has AR,Has UR,Status,English Text (first 100 chars)
"AT-14","attitude","hint","true","false","false","needsBoth","Use passing places correctly."
"AT-15","attitude","hint","true","false","false","needsBoth","Livestock movements require full stopping."
"AT-16","attitude","hint","true","false","false","needsBoth","You can't control other drivers."
"AT-17","attitude","hint","true","false","false","needsBoth","Stay predictable and calm."
"AT-18","attitude","hint","true","false","false","needsBoth","Blue beacons indicate emergency services."
"AT-19","attitude","hint","true","false","false","needsBoth","Lack of signs means extra caution."
"AT-20","attitude","hint","true","false","false","needsBoth","Avoid dazzling other drivers."
"AT-21","attitude","hint","true","false","false","needsBoth","Flashing amber means pedestrians may still be crossing."
"AT-22","attitude","hint","true","false","false","needsBoth","The rule measures safe following distance."
"AT-23","attitude","hint","true","false","false","needsBoth","Spilled fuel is dangerous for other road users."
"AT-24","attitude","hint","true","false","false","needsBoth","Main beam is shown by a blue/green straight-line headlamp icon."
"AT-25","attitude","hint","true","false","false","needsBoth","Letting others pass reduces risk and frustration."
"AT-26","attitude","hint","true","false","false","needsBoth","Do not react aggressively to pressure."
"AT-27","attitude","hint","true","false","false","needsBoth","A loose cap can cause dangerous spills."
"AT-28","attitude","hint","true","false","false","needsBoth","Green beacons are used by doctors responding to emergencies."
"AT-29","attitude","hint","true","false","false","needsBoth","Horses can be startled by noise and speed."
"AT-30","attitude","hint","true","false","false","needsBoth","Narrow wheels can slip into rails."
"AT-31","attitude","hint","true","false","false","needsBoth","Clear positioning helps others anticipate your move."
"AT-32","attitude","hint","true","false","false","needsBoth","Avoid dazzling the driver ahead."
"AT-33","attitude","hint","true","false","false","needsBoth","Position according to your intended direction."
"AT-34","attitude","hint","true","false","false","needsBoth","Increase space to avoid collision."
"AT-35","attitude","hint","true","false","false","needsBoth","Emergency vehicles must be given priority."
"AT-36","attitude","hint","true","false","false","needsBoth","Toucan = \"
"AT-37","attitude","hint","true","false","false","needsBoth","Close following limits visibility and reaction time."
"AT-38","attitude","hint","true","false","false","needsBoth","Parking brake prevents bright brake lights."
"SV-01","safety-vehicle","hint","true","false","false","needsBoth","Blocking access points can prevent others from entering or leaving."
"SV-02","safety-vehicle","hint","true","false","false","needsBoth","Securing the vehicle reduces theft risk."
"SV-03","safety-vehicle","hint","true","false","false","needsBoth","Shock absorbers control bouncing and stability."
"SV-04","safety-vehicle","hint","true","false","false","needsBoth","Less traffic usually means smoother travel."
"SV-05","safety-vehicle","hint","true","false","false","needsBoth","Smooth acceleration saves fuel."
"SV-06","safety-vehicle","hint","true","false","false","needsBoth","It treats exhaust gases before release."
"SV-07","safety-vehicle","hint","true","false","false","needsBoth","Brake fluid is vital for stopping power."
"SV-08","safety-vehicle","hint","true","false","false","needsBoth","Visibility deters thieves."
"SV-09","safety-vehicle","hint","true","false","false","needsBoth","Required on higher-speed roads."
"SV-10","safety-vehicle","hint","true","false","false","needsBoth","Higher speeds significantly increase fuel use."
"SV-11","safety-vehicle","hint","true","false","false","needsBoth","The driver is legally responsible."
"SV-12","safety-vehicle","hint","true","false","false","needsBoth","Running engines waste fuel and increase risk."
"SV-13","safety-vehicle","hint","true","false","false","needsBoth","Efficient driving benefits safety and environment."
"SV-14","safety-vehicle","hint","true","false","false","needsBoth","Out of sight reduces theft."
"SV-15","safety-vehicle","hint","true","false","false","needsBoth","Stationary steering stresses tyres."
"SV-16","safety-vehicle","hint","true","false","false","needsBoth","Prevent identity theft."
"SV-17","safety-vehicle","hint","true","false","false","needsBoth","It cleans exhaust emissions."
"SV-18","safety-vehicle","hint","true","false","false","needsBoth","Security coding deters theft."
"SV-19","safety-vehicle","hint","true","false","false","needsBoth","Less fuel burned means cleaner air."
"SV-20","safety-vehicle","hint","true","false","false","needsBoth","Consistent low speed improves control."
"VH-09","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-10","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-11","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-12","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-13","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-14","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-15","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-16","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-17","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-18","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-19","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-20","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-21","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-22","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-23","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-24","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-25","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-26","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-27","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-28","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-29","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-30","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-31","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-32","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-33","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-34","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-35","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-36","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-37","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-38","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-39","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-40","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-41","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-42","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-43","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-44","vehicle-handling","hint","false","true","false","missingEnglish",""
"VH-45","vehicle-handling","hint","false","true","false","missingEnglish",""
"MW-11","motorway-driving","hint","true","false","false","needsBoth","A red cross means the lane is closed."
"MW-12","motorway-driving","hint","true","false","false","needsBoth","Match speed and merge smoothly."
"MW-13","motorway-driving","hint","true","false","false","needsBoth","Towing vehicles have lower speed limits."
"MW-14","motorway-driving","hint","true","false","false","needsBoth","Stay away from moving traffic."
"MW-15","motorway-driving","hint","true","false","false","needsBoth","Build speed before merging."
"MW-16","motorway-driving","hint","true","false","false","needsBoth","Left lane is the default."
"MW-17","motorway-driving","hint","true","false","false","needsBoth","Amber marks the hard shoulder boundary."
"MW-18","motorway-driving","hint","true","false","false","needsBoth","Red cross = lane closed."
"MW-19","motorway-driving","hint","true","false","false","needsBoth","Keep left unless overtaking."
"MW-20","motorway-driving","hint","true","false","false","needsBoth","Provisional drivers must be supervised."
"MW-21","motorway-driving","hint","true","false","false","needsBoth","A displayed speed limit above the hard shoulder usually means it's being used as a live lane."
"MW-22","motorway-driving","hint","true","false","false","needsBoth","Rejoin only when it's safe; use an emergency phone if assistance is needed."
"MW-23","motorway-driving","hint","true","false","false","needsBoth","Brief hazard lights can warn following traffic of sudden slowing."
"MW-24","motorway-driving","hint","true","false","false","needsBoth","Towing vehicles are restricted from the right-hand lane on 3-lane motorways."
"MW-25","motorway-driving","hint","true","false","false","needsBoth","On a 3-lane motorway, towing a trailer means you must not use the right-hand lane."
"MW-26","motorway-driving","hint","true","false","false","needsBoth","For safety, call for help rather than attempting roadside wheel changes on motorways."
"MW-27","motorway-driving","hint","true","false","false","needsBoth","Motorways are not for routine stops—only emergencies."
"MW-28","motorway-driving","hint","true","false","false","needsBoth","These markers count down to an exit/junction."
"MW-29","motorway-driving","hint","true","false","false","needsBoth","Confirm your position and mirrors after merging."
"MW-30","motorway-driving","hint","true","false","false","needsBoth","The slip road is for matching speed and merging smoothly."
"MW-31","motorway-driving","hint","true","false","false","needsBoth","Variable limits can smooth traffic flow."
"MW-32","motorway-driving","hint","true","false","false","needsBoth","They reduce stop-start traffic by controlling flow."
"MW-33","motorway-driving","hint","true","false","false","needsBoth","Plan early and move left in good time."
"MW-34","motorway-driving","hint","true","false","false","needsBoth","Stay safely away from live traffic."
"MW-35","motorway-driving","hint","true","false","false","needsBoth","Standard motorway limit is 70 mph unless signed."
"MW-36","motorway-driving","hint","true","false","false","needsBoth","In slow-moving queues, passing on the left may happen legally."
"MW-37","motorway-driving","hint","true","false","false","needsBoth","Marker posts show the direction to the nearest phone."
"MW-38","motorway-driving","hint","true","false","false","needsBoth","Same rule: 70 mph unless signed."
"MW-39","motorway-driving","hint","true","false","false","needsBoth","Keep left unless overtaking."
"MW-40","motorway-driving","hint","true","false","false","needsBoth","Help merging traffic only if it's safe—never force sudden moves."
"MW-41","motorway-driving","hint","true","false","false","needsBoth","Motorways are only for fast motor vehicles."
"MW-42","motorway-driving","hint","true","false","false","needsBoth","Never reverse or turn around on a motorway."
"MW-43","motorway-driving","hint","true","false","false","needsBoth","White studs separate lanes."
"MW-44","motorway-driving","hint","true","false","false","needsBoth","Use service areas, not the hard shoulder."
"MW-45","motorway-driving","hint","true","false","false","needsBoth","Emergency phones give your exact location."
"MW-46","motorway-driving","hint","true","false","false","needsBoth","Red = central reservation, white = lane divider."
"MW-47","motorway-driving","hint","true","false","false","needsBoth","All lanes closed means you must stop."
"MW-48","motorway-driving","hint","true","false","false","needsBoth","Hazard lights warn approaching traffic."
"MW-49","motorway-driving","hint","true","false","false","needsBoth","Left lane is for normal driving."
"MW-50","motorway-driving","hint","true","false","false","needsBoth","Reduced lanes mean higher risk."
"MW-51","motorway-driving","hint","true","false","false","needsBoth","Speed is reduced for safety."
"MW-52","motorway-driving","hint","true","false","false","needsBoth","Long high-speed driving stresses vehicles."
"MW-53","motorway-driving","hint","true","false","false","needsBoth","They manage traffic flow and safety."
"MW-54","motorway-driving","hint","true","false","false","needsBoth","Amber separates hard shoulder from traffic."
"MW-55","motorway-driving","hint","true","false","false","needsBoth","Red cross = lane closed."
"MW-56","motorway-driving","hint","true","false","false","needsBoth","Used to help slow vehicles uphill."
"MW-57","motorway-driving","hint","true","false","false","needsBoth","Match speed before merging safely."
"RR-06","rules-of-the-road","hint","true","false","false","needsBoth","Broken lines allow limited access."
"RR-07","rules-of-the-road","hint","true","false","false","needsBoth","Default limits return when a restriction ends."
"RR-08","rules-of-the-road","hint","true","false","false","needsBoth","Keep left unless overtaking."
"RR-09","rules-of-the-road","hint","true","false","false","needsBoth","Never guess when reversing."
"RR-10","rules-of-the-road","hint","true","false","false","needsBoth","Designated spaces reduce risk."
"RR-11","rules-of-the-road","hint","true","false","false","needsBoth","Street lighting usually indicates 30 mph."
"RR-12","rules-of-the-road","hint","true","false","false","needsBoth","Passing places allow safe sharing."
"RR-13","rules-of-the-road","hint","true","false","false","needsBoth","National limits apply unless stated otherwise."
"RR-14","rules-of-the-road","hint","false","true","false","missingEnglish",""
"RR-15","rules-of-the-road","hint","true","false","false","needsBoth","Box junctions must be kept clear."
"RR-16","rules-of-the-road","hint","true","false","false","needsBoth","Proceed with caution."
"RR-17","rules-of-the-road","hint","true","false","false","needsBoth","Visibility improves safety."
"RR-18","rules-of-the-road","hint","true","false","false","needsBoth","Pedestrians may still be on the crossing."
"RR-19","rules-of-the-road","hint","true","false","false","needsBoth","Pedestrians have priority."
"RR-20","rules-of-the-road","hint","true","false","false","needsBoth","Always check lane operating times."
"RR-21","rules-of-the-road","hint","true","false","false","needsBoth","Positioning is a form of communication."
"RR-22","rules-of-the-road","hint","true","false","false","needsBoth","Never reverse on a main road."
"RR-23","rules-of-the-road","hint","true","false","false","needsBoth","Never change lanes suddenly at junctions."
"RR-24","rules-of-the-road","hint","true","false","false","needsBoth","Dipped headlights improve visibility for everyone."
"RR-25","rules-of-the-road","hint","true","false","false","needsBoth","Reversing manoeuvres are an exception."
"RR-26","rules-of-the-road","hint","true","false","false","needsBoth","Another train may be coming."
"RR-27","rules-of-the-road","hint","true","false","false","needsBoth","Early lane changes reduce congestion."
"RR-28","rules-of-the-road","hint","true","false","false","needsBoth","Right-side parking is allowed only on one-way roads."
"RR-29","rules-of-the-road","hint","true","false","false","needsBoth","Street lighting usually indicates 30 mph."
"RR-30","rules-of-the-road","hint","true","false","false","needsBoth","Solid lines must not be crossed."
"RR-31","rules-of-the-road","hint","true","false","false","needsBoth","Keep left unless overtaking."
"RR-32","rules-of-the-road","hint","true","false","false","needsBoth","Direction of travel matters, not side."
"RR-33","rules-of-the-road","hint","true","false","false","needsBoth","Always follow time restrictions."
"RR-34","rules-of-the-road","hint","true","false","false","needsBoth","Signal your exit, not the approach."
"RR-35","rules-of-the-road","hint","true","false","false","needsBoth","Police have legal authority."
"RR-36","rules-of-the-road","hint","true","false","false","needsBoth","Secure locations reduce theft."
"RR-37","rules-of-the-road","hint","true","false","false","needsBoth","Obstructions remove priority."
"RR-38","rules-of-the-road","hint","true","false","false","needsBoth","No waiting, but brief pickup is allowed."
"RR-39","rules-of-the-road","hint","true","false","false","needsBoth","Applies unless signs show otherwise."
"RR-40","rules-of-the-road","hint","true","false","false","needsBoth","Avoid turning in heavy traffic."
"RR-41","rules-of-the-road","hint","true","false","false","needsBoth","Do not block box junctions."
"RR-42","rules-of-the-road","hint","true","false","false","needsBoth","Toucan = Two can cross."
"RR-43","rules-of-the-road","hint","true","false","false","needsBoth","Another train may still be approaching."
"RR-44","rules-of-the-road","hint","true","false","false","needsBoth","Parking too close reduces visibility."
"RR-45","rules-of-the-road","hint","true","false","false","needsBoth","Only Blue Badge holders may use these bays."
"RR-46","rules-of-the-road","hint","true","false","false","needsBoth","Never block live traffic lanes."
"RR-47","rules-of-the-road","hint","true","false","false","needsBoth","Correct positioning helps safety and flow."
"RR-48","rules-of-the-road","hint","true","false","false","needsBoth","Long vehicles need extra space."
"RR-49","rules-of-the-road","hint","true","false","false","needsBoth","Children can appear suddenly."
"RR-50","rules-of-the-road","hint","true","false","false","needsBoth","Always be prepared to stop."
"RR-51","rules-of-the-road","hint","true","false","false","needsBoth","Traffic officers have authority."
"RR-52","rules-of-the-road","hint","true","false","false","needsBoth","Signal your exit clearly."
"RR-53","rules-of-the-road","hint","true","false","false","needsBoth","You must stop after collisions."
"RR-54","rules-of-the-road","hint","true","false","false","needsBoth","Long vehicles swing wide."
"RR-55","rules-of-the-road","hint","true","false","false","needsBoth","Never block your exit."
"RR-56","rules-of-the-road","hint","true","false","false","needsBoth","Parking lights improve visibility."
"RR-57","rules-of-the-road","hint","true","false","false","needsBoth","Front swing can strike traffic."
"RR-58","rules-of-the-road","hint","true","false","false","needsBoth","Lighting deters crime."
"RR-59","rules-of-the-road","hint","true","false","false","needsBoth","Clear the crossing to avoid danger."
"RR-60","rules-of-the-road","hint","true","false","false","needsBoth","Clearways prohibit stopping."
"RR-61","rules-of-the-road","hint","true","false","false","needsBoth","Towing reduces limits."
"RR-62","rules-of-the-road","hint","true","false","false","needsBoth","Temporary limits are enforceable."
"RR-63","rules-of-the-road","hint","true","false","false","needsBoth","Parking rules change after zone ends."
"RR-64","rules-of-the-road","hint","true","false","false","needsBoth","Double white lines restrict parking."
"RR-65","rules-of-the-road","hint","true","false","false","needsBoth","Disabled bays are protected."
"RR-66","rules-of-the-road","hint","true","false","false","needsBoth","Reverse only when needed."
"RR-67","rules-of-the-road","hint","true","false","false","needsBoth","Towing reduces speed limits."
"SV-21","safety-vehicle","hint","true","false","false","needsBoth","Sensors must be clean to detect vehicles accurately."
"SV-22","safety-vehicle","hint","true","false","false","needsBoth","Removing valuables removes temptation."
"SV-23","safety-vehicle","hint","true","false","false","needsBoth","Good grip ensures safe braking and acceleration."
"SV-24","safety-vehicle","hint","true","false","false","needsBoth","Low tyre pressure increases rolling resistance."
"SV-25","safety-vehicle","hint","true","false","false","needsBoth","Medical exemptions must be official."
"SV-26","safety-vehicle","hint","true","false","false","needsBoth","Extra drag increases fuel use."
"SV-27","safety-vehicle","hint","true","false","false","needsBoth","Emergency braking can apply brakes automatically."
"SV-28","safety-vehicle","hint","true","false","false","needsBoth","Brake warnings must be checked immediately."
"SV-29","safety-vehicle","hint","true","false","false","needsBoth","Height matters more than age for restraints."
"SV-30","safety-vehicle","hint","true","false","false","needsBoth","Security reduces theft risk."
"SV-31","safety-vehicle","hint","true","false","false","needsBoth","Batteries are hazardous waste."
"SV-32","safety-vehicle","hint","true","false","false","needsBoth","Extra time reduces stress and risk."
"SV-33","safety-vehicle","hint","true","false","false","needsBoth","Vibration increases with speed."
"SV-34","safety-vehicle","hint","true","false","false","needsBoth","Gentle driving saves fuel."
"SV-35","safety-vehicle","hint","true","false","false","needsBoth","Smooth driving reduces emissions."
"SV-36","safety-vehicle","hint","true","false","false","needsBoth","Cold tyres give accurate readings."
"SV-37","safety-vehicle","hint","true","false","false","needsBoth","ABS faults affect braking safety."
"SV-38","safety-vehicle","hint","true","false","false","needsBoth","Structural damage is unsafe."
"SV-39","safety-vehicle","hint","true","false","false","needsBoth","Less traffic means fewer delays."
"SV-40","safety-vehicle","hint","true","false","false","needsBoth","Aggressive driving wastes fuel."
"SV-41","safety-vehicle","hint","true","false","false","needsBoth","Low tyre pressure reduces grip and braking efficiency."
"SV-42","safety-vehicle","hint","true","false","false","needsBoth","Lane-keep systems detect road markings."
"SV-43","safety-vehicle","hint","true","false","false","needsBoth","Lower revs reduce emissions and fuel use."
"SV-44","safety-vehicle","hint","true","false","false","needsBoth","Lane-departure systems warn if you drift."
"SV-45","safety-vehicle","hint","true","false","false","needsBoth","Horn use is restricted at night in built-up areas."
"SV-46","safety-vehicle","hint","true","false","false","needsBoth","Uneven braking indicates a fault."
"SV-47","safety-vehicle","hint","true","false","false","needsBoth","Aggressive driving wastes fuel."
"SV-48","safety-vehicle","hint","true","false","false","needsBoth","Locking reduces theft risk."
"SV-49","safety-vehicle","hint","true","false","false","needsBoth","Well-maintained engines run efficiently."
"SV-50","safety-vehicle","hint","true","false","false","needsBoth","Excess oil can damage seals."
"SV-51","safety-vehicle","hint","true","false","false","needsBoth","Regular servicing prevents breakdowns."
"SV-52","safety-vehicle","hint","true","false","false","needsBoth","Route planners help avoid delays."
"SV-53","safety-vehicle","hint","true","false","false","needsBoth","Electric vehicles produce no exhaust emissions."
"SV-54","safety-vehicle","hint","true","false","false","needsBoth","Alternatives save time if roads close."
"SV-55","safety-vehicle","hint","true","false","false","needsBoth","Fewer car trips reduce congestion."
"SV-56","safety-vehicle","hint","true","false","false","needsBoth","ADAS systems are safety-focused."
"SV-57","safety-vehicle","hint","true","false","false","needsBoth","Correct oil level protects the engine."
"SV-58","safety-vehicle","hint","true","false","false","needsBoth","Seat belts are a legal safety requirement."
"SV-59","safety-vehicle","hint","true","false","false","needsBoth","Idling wastes fuel and increases emissions."
"SV-60","safety-vehicle","hint","true","false","false","needsBoth","Red routes reduce stopping and congestion."
"SV-61","safety-vehicle","hint","true","false","false","needsBoth","Traffic calming features slow vehicles to improve safety."
"SV-62","safety-vehicle","hint","true","false","false","needsBoth","Acceleration demands the most engine power."
"SV-63","safety-vehicle","hint","true","false","false","needsBoth","Vehicle manuals explain system operation."
"SV-64","safety-vehicle","hint","true","false","false","needsBoth","The driver is legally responsible."
"SV-65","safety-vehicle","hint","true","false","false","needsBoth","Cold engines increase emissions."
"SV-66","safety-vehicle","hint","true","false","false","needsBoth","Zigzag lines must always be kept clear."
"SV-67","safety-vehicle","hint","true","false","false","needsBoth","Low pressure increases rolling resistance."
"SV-68","safety-vehicle","hint","true","false","false","needsBoth","Trailer tyre limits match car requirements."
"SV-69","safety-vehicle","hint","true","false","false","needsBoth","Proper head restraints reduce whiplash injuries."
"SV-70","safety-vehicle","hint","true","false","false","needsBoth","Sensors monitor steering and driver behaviour."
"SV-71","safety-vehicle","hint","true","false","false","needsBoth","Head restraints limit head movement."
"SV-72","safety-vehicle","hint","true","false","false","needsBoth","Engine oil is hazardous waste."
"SV-73","safety-vehicle","hint","true","false","false","needsBoth","Efficient gear use reduces fuel use."
"SV-74","safety-vehicle","hint","true","false","false","needsBoth","Marking deters resale."
"SV-75","safety-vehicle","hint","true","false","false","needsBoth","Emissions affect air quality."
"SV-76","safety-vehicle","hint","true","false","false","needsBoth","Correct child restraints are mandatory."
"SV-77","safety-vehicle","hint","true","false","false","needsBoth","Below legal depth is unsafe and illegal."
"SV-78","safety-vehicle","hint","true","false","false","needsBoth","Fewer car trips reduce emissions."
"SV-79","safety-vehicle","hint","true","false","false","needsBoth","Brake faults affect tyre wear."
"SV-80","safety-vehicle","hint","true","false","false","needsBoth","Anticipation reduces harsh braking."
"SV-81","safety-vehicle","hint","true","false","false","needsBoth","Driver attention is always required."
"SV-82","safety-vehicle","hint","true","false","false","needsBoth","Airbags can seriously injure rear-facing infants."
"IN-09","incidents","hint","true","false","false","needsBoth","CPR saves lives."
"IN-10","incidents","hint","true","false","false","needsBoth","Time is critical."
"IN-11","incidents","hint","true","false","false","needsBoth","Your safety matters too."
"IN-12","incidents","hint","true","false","false","needsBoth","Space reduces fire risk."
"IN-13","incidents","hint","true","false","false","needsBoth","AEDs are designed for public use."
"IN-14","incidents","hint","true","false","false","needsBoth","Pressure slows bleeding."
"IN-15","incidents","hint","true","false","false","needsBoth","Hazard markings warn emergency services."
"IN-16","incidents","hint","true","false","false","needsBoth","Always follow tunnel signs."
"IN-17","incidents","hint","true","false","false","needsBoth","Warmth prevents shock."
"IN-18","incidents","hint","true","false","false","needsBoth","Warning lights signal problems."
"IN-19","incidents","hint","true","false","false","needsBoth","Prevent further danger."
"IN-20","incidents","hint","true","false","false","needsBoth","Continue until help arrives."
"IN-21","incidents","hint","true","false","false","needsBoth","Unnecessary movement can worsen injuries."
"IN-22","incidents","hint","true","false","false","needsBoth","Airway must remain clear at all times."
"IN-23","incidents","hint","true","false","false","needsBoth","Calm reassurance reduces shock effects."
"IN-24","incidents","hint","true","false","false","needsBoth","Professional help is essential."
"IN-25","incidents","hint","true","false","false","needsBoth","Breathing check is critical."
"IN-26","incidents","hint","true","false","false","needsBoth","AEDs guide users step by step."
"IN-27","incidents","hint","true","false","false","needsBoth","Legal reporting is required."
"IN-28","incidents","hint","true","false","false","needsBoth","Move only if safety requires it."
"IN-29","incidents","hint","true","false","false","needsBoth","Stopping is a legal duty."
"IN-30","incidents","hint","true","false","false","needsBoth","Identification details are required by law."
"IN-31","incidents","hint","true","false","false","needsBoth","Gradual control prevents skidding."
"IN-32","incidents","hint","true","false","false","needsBoth","Tunnels require quick evacuation."
"IN-33","incidents","hint","true","false","false","needsBoth","Prevent further collisions."
"IN-34","incidents","hint","true","false","false","needsBoth","Helmets should only be removed by trained professionals."
"IN-35","incidents","hint","true","false","false","needsBoth","CPR rhythm is fast and steady."
"IN-36","incidents","hint","true","false","false","needsBoth","Neck and spine injuries are common."
"IN-37","incidents","hint","true","false","false","needsBoth","Airway comes before everything else."
"IN-38","incidents","hint","true","false","false","needsBoth","Hazards warn others of sudden danger."
"IN-39","incidents","hint","true","false","false","needsBoth","Breathing = life."
"IN-40","incidents","hint","true","false","false","needsBoth","Never walk on a motorway."
"IN-41","incidents","hint","true","false","false","needsBoth","Less force is used for children."
"IN-42","incidents","hint","true","false","false","needsBoth","Safety areas exist for a reason."
"IN-43","incidents","hint","true","false","false","needsBoth","Immediate CPR saves lives."
"IN-44","incidents","hint","true","false","false","needsBoth","Licence proves legal entitlement to drive."
"IN-45","incidents","hint","true","false","false","needsBoth","CPR rhythm is fast and steady."
"IN-46","incidents","hint","true","false","false","needsBoth","Fuel leaks are a serious fire risk."
"IN-47","incidents","hint","true","false","false","needsBoth","Pressure helps control bleeding."
"IN-48","incidents","hint","true","false","false","needsBoth","AEDs save lives when used quickly."
"IN-49","incidents","hint","true","false","false","needsBoth","Emergency operators know AED locations."
"IN-50","incidents","hint","true","false","false","needsBoth","Clear vision is vital in tunnels."
"IN-51","incidents","hint","true","false","false","needsBoth","Personal safety comes first."
"IN-52","incidents","hint","true","false","false","needsBoth","Never stop on a live motorway."
"IN-53","incidents","hint","true","false","false","needsBoth","Cool burns, don't treat them."
"IN-54","incidents","hint","true","false","false","needsBoth","Shock affects breathing."
"IN-55","incidents","hint","true","false","false","needsBoth","Trains cannot stop quickly."
"IN-56","incidents","hint","true","false","false","needsBoth","Hazards warn others of danger."
